sample_index,time_s,V_raw,I_raw,T,V_corr_raw,V_corr_raw_ema50,V_corr_raw_ema200,V_corr_raw_ema800,I_raw_ema50,I_raw_ema200,absI_ema50,absI_ema200,SOC_fraction,profile,temperature_C,file_name,end_index,seed,SOC_true_window_endpoint,SOC_pred_window_endpoint,abs_error
5183,5233.640660000005,3.539645,-1.1848161,25.0,3.6302986,3.6308692,3.6341085,3.6575642,-0.45077118,-0.41617483,0.6163854,0.6165768,0.4867163885634869,FUDS,25,NMC_25C_FUDS.csv,5183.0,1.0,0.4867164,0.48736262,0.00064623356
5184,5234.640680000004,3.5577762,-0.9164307,25.0,3.6302533,3.630857,3.6340892,3.65753,-0.45999187,-0.41866988,0.6223267,0.61807233,0.4865843120746116,FUDS,25,NMC_25C_FUDS.csv,5184.0,1.0,0.4865843,0.48754045,0.0009561479
5185,5235.656240000004,3.5331695,-1.260672,25.0,3.6302125,3.6308444,3.63407,3.657496,-0.47584638,-0.42286935,0.6349668,0.6212773,0.4864391657290239,FUDS,25,NMC_25C_FUDS.csv,5185.0,1.0,0.48643917,0.48749217,0.0010530055
5186,5236.671849999999,3.5383499,-1.1795784,25.0,3.6301658,3.6308308,3.6340504,3.6574616,-0.48978123,-0.42664346,0.6457508,0.6240618,0.486280396874393,FUDS,25,NMC_25C_FUDS.csv,5186.0,1.0,0.4862804,0.48733962,0.0010592043
5187,5237.6869700000025,3.549682,-1.012876,25.0,3.6301124,3.6308167,3.6340308,3.6574275,-0.5001392,-0.4295673,0.6530204,0.62600106,0.4861821582862735,FUDS,25,NMC_25C_FUDS.csv,5187.0,1.0,0.48618215,0.4868959,0.0007137358
5188,5238.687470000004,3.604723,-0.2328246,25.0,3.630043,3.6308012,3.6340108,3.6573935,-0.49484602,-0.42858607,0.64469993,0.62404007,0.4860693462747397,FUDS,25,NMC_25C_FUDS.csv,5188.0,1.0,0.48606935,0.48635346,0.00028410554
5189,5239.703070000003,3.6058562,-0.22812876,25.0,3.6299798,3.630785,3.6339908,3.6573591,-0.48956466,-0.4275863,0.63645124,0.6220655,0.4860392563953272,FUDS,25,NMC_25C_FUDS.csv,5189.0,1.0,0.48603925,0.48591197,0.00012728572
5190,5240.703079999999,3.579469,-0.6077695,25.0,3.6299298,3.630768,3.6339705,3.6573248,-0.49190527,-0.42848495,0.63588333,0.62199414,0.4859789384734195,FUDS,25,NMC_25C_FUDS.csv,5190.0,1.0,0.48597893,0.485574,0.00040492415
5191,5241.718720000004,3.5590713,-0.8962025,25.0,3.6298852,3.6307507,3.6339502,3.6572905,-0.4999109,-0.4308177,0.641038,0.62336177,0.4858814440186814,FUDS,25,NMC_25C_FUDS.csv,5191.0,1.0,0.48588145,0.4859731,9.164214e-05
5192,5242.718740000004,3.5574524,-0.9111931,25.0,3.6298375,3.6307325,3.6339297,3.6572564,-0.5080548,-0.43321356,0.6463874,0.62479734,0.4857647282046107,FUDS,25,NMC_25C_FUDS.csv,5192.0,1.0,0.48576474,0.48601815,0.00025340915
5193,5243.734370000006,3.5762312,-0.64298826,25.0,3.6297822,3.6307137,3.633909,3.657222,-0.5107267,-0.43425983,0.6463201,0.62488806,0.4856676575118106,FUDS,25,NMC_25C_FUDS.csv,5193.0,1.0,0.48566765,0.4852466,0.0004210472
5194,5244.749920000002,3.5555098,-0.9364783,25.0,3.6297338,3.6306944,3.633888,3.6571877,-0.5191571,-0.43676466,0.65206563,0.62644213,0.4855578530973147,FUDS,25,NMC_25C_FUDS.csv,5194.0,1.0,0.48555785,0.4851059,0.00045195222
5195,5245.765520000001,3.5770407,-0.6278171,25.0,3.629677,3.6306741,3.633867,3.6571534,-0.5213087,-0.43771753,0.65158546,0.626449,0.4854629985774513,FUDS,25,NMC_25C_FUDS.csv,5195.0,1.0,0.485463,0.48471668,0.00074630976
5196,5246.76556,3.5668418,-0.7744718,25.0,3.6296258,3.6306534,3.633846,3.6571188,-0.5263217,-0.4393971,0.6540188,0.62718725,0.4853690022450579,FUDS,25,NMC_25C_FUDS.csv,5196.0,1.0,0.485369,0.48477867,0.0005903244
5197,5247.7807600000015,3.5818973,-0.5622559,25.0,3.6295702,3.630632,3.6338246,3.6570845,-0.52703327,-0.44000986,0.6522018,0.6268634,0.4852867381838282,FUDS,25,NMC_25C_FUDS.csv,5197.0,1.0,0.48528674,0.48454195,0.00074478984
5198,5248.781159999999,3.5927434,-0.4100023,25.0,3.6295137,3.6306098,3.6338031,3.65705,-0.5247159,-0.4398602,0.6474059,0.62578183,0.4852279159468356,FUDS,25,NMC_25C_FUDS.csv,5198.0,1.0,0.4852279,0.4844895,0.00073841214
5199,5249.796460000005,3.5930672,-0.41018292,25.0,3.6294596,3.630587,3.6337814,3.6570156,-0.522448,-0.4397122,0.64270854,0.6247065,0.4851750796949445,FUDS,25,NMC_25C_FUDS.csv,5199.0,1.0,0.48517507,0.4846258,0.0005492866
5200,5250.79651,3.604561,-0.25287223,25.0,3.6294065,3.6305637,3.6337597,3.656981,-0.51711,-0.4387803,0.63498926,0.62285197,0.4851366198218027,FUDS,25,NMC_25C_FUDS.csv,5200.0,1.0,0.48513663,0.48468304,0.00045359135
5201,5251.796930000004,3.604723,-0.25287223,25.0,3.6293552,3.6305397,3.6337378,3.6569464,-0.5118778,-0.4378531,0.62742287,0.62100667,0.4851040281705979,FUDS,25,NMC_25C_FUDS.csv,5201.0,1.0,0.48510402,0.4848152,0.0002888143
5202,5252.8124000000025,3.5942004,-0.40494525,25.0,3.6293087,3.6305153,3.6337156,3.656912,-0.5097604,-0.43768898,0.6230175,0.6199291,0.4850564203250264,FUDS,25,NMC_25C_FUDS.csv,5202.0,1.0,0.48505643,0.4847993,0.00025713444
5203,5253.828010000005,3.624473,0.019847777,25.0,3.6292555,3.6304903,3.6336935,3.6568775,-0.49927342,-0.43540698,0.611074,0.61693615,0.4850449407346682,FUDS,25,NMC_25C_FUDS.csv,5203.0,1.0,0.48504493,0.48507673,3.1799078e-05
5204,5254.828010000005,3.6053705,-0.2582905,25.0,3.6292143,3.630465,3.633671,3.656843,-0.49450162,-0.4345236,0.60408837,0.6151474,0.4850203676422376,FUDS,25,NMC_25C_FUDS.csv,5204.0,1.0,0.48502037,0.48480943,0.00021094084
5205,5255.843630000003,3.6293297,0.07583665,25.0,3.6291685,3.6304395,3.6336486,3.6568084,-0.48320818,-0.4319782,0.5936283,0.6124576,0.4850191835197102,FUDS,25,NMC_25C_FUDS.csv,5205.0,1.0,0.48501918,0.4847994,0.00021976233
5206,5256.859230000002,3.6337006,0.1312837,25.0,3.6291256,3.6304135,3.633626,3.6567738,-0.47104043,-0.4291689,0.58447325,0.6100577,0.4850347407755451,FUDS,25,NMC_25C_FUDS.csv,5206.0,1.0,0.48503473,0.4845541,0.00048062205
5207,5257.87487,3.6524794,0.3844979,25.0,3.6290853,3.630387,3.6336033,3.6567392,-0.45409963,-0.42511073,0.5805135,0.60893273,0.4850781545833792,FUDS,25,NMC_25C_FUDS.csv,5207.0,1.0,0.48507816,0.48473054,0.0003476143
5208,5258.890490000005,3.660088,0.48094326,25.0,3.62905,3.6303606,3.6335807,3.6567047,-0.43558455,-0.42059177,0.5785419,0.60829437,0.4851386301410189,FUDS,25,NMC_25C_FUDS.csv,5208.0,1.0,0.48513862,0.48475432,0.00038430095
5209,5259.906090000004,3.6984549,1.0124763,25.0,3.6290107,3.630334,3.6335578,3.65667,-0.40691102,-0.4134443,0.5871343,0.61031026,0.4852576998274745,FUDS,25,NMC_25C_FUDS.csv,5209.0,1.0,0.4852577,0.48449945,0.0007582307
5210,5260.921699999999,3.6738482,0.64836806,25.0,3.6289885,3.6303072,3.6335351,3.6566353,-0.3860151,-0.4081485,0.58834684,0.6105001,0.4853501958386078,FUDS,25,NMC_25C_FUDS.csv,5210.0,1.0,0.4853502,0.48453966,0.00081053376
5211,5261.937300000005,3.7060635,1.0888741,25.0,3.6289666,3.6302807,3.6335123,3.656601,-0.35681033,-0.40068206,0.59825796,0.61288595,0.4854841922379707,FUDS,25,NMC_25C_FUDS.csv,5211.0,1.0,0.48548418,0.48412862,0.0013555586
5212,5262.937300000005,3.6651065,0.49629503,25.0,3.6289651,3.6302547,3.6334896,3.6565664,-0.33991772,-0.39620838,0.5962389,0.61230445,0.4855564533847423,FUDS,25,NMC_25C_FUDS.csv,5212.0,1.0,0.48555645,0.48442486,0.0011315942
5213,5263.937330000001,3.6759527,0.64294976,25.0,3.6289647,3.6302292,3.633467,3.6565318,-0.3204556,-0.39102554,0.59716386,0.61245733,0.4856363023738325,FUDS,25,NMC_25C_FUDS.csv,5213.0,1.0,0.4856363,0.48438984,0.0012464523
5214,5264.9527300000045,3.6850183,0.76504165,25.0,3.6289651,3.6302042,3.6334445,3.6564975,-0.29896134,-0.38525963,0.60048807,0.6132183,0.4857342423813305,FUDS,25,NMC_25C_FUDS.csv,5214.0,1.0,0.48573425,0.48446453,0.001269728
5215,5265.968530000006,3.6312723,-1.92431e-05,25.0,3.6289847,3.63018,3.6334224,3.656463,-0.29304188,-0.38333824,0.588598,0.61016,0.4857458040349963,FUDS,25,NMC_25C_FUDS.csv,5215.0,1.0,0.48574582,0.48502594,0.0007198751
5216,5266.984250000001,3.6309485,-1.92431e-05,25.0,3.6290014,3.6301568,3.6334002,3.6564288,-0.28723964,-0.38142642,0.57694334,0.6071169,0.4857458007895547,FUDS,25,NMC_25C_FUDS.csv,5216.0,1.0,0.4857458,0.48491433,0.000831455
5217,5267.984349999999,3.6307867,-1.92431e-05,25.0,3.6290162,3.630134,3.6333785,3.6563945,-0.2815523,-0.37952417,0.5655195,0.60408896,0.4857457966168442,FUDS,25,NMC_25C_FUDS.csv,5217.0,1.0,0.4857458,0.48500568,0.0007401109
5218,5268.999759999999,3.6307867,-1.92431e-05,25.0,3.629031,3.6301122,3.6333568,3.6563604,-0.27597758,-0.37763137,0.5543218,0.6010762,0.4857457924441336,FUDS,25,NMC_25C_FUDS.csv,5218.0,1.0,0.4857458,0.4842171,0.0015286803
5219,5270.0153900000005,3.6307867,-1.92431e-05,25.0,3.629046,3.6300912,3.633335,3.656326,-0.27051324,-0.375748,0.5433459,0.59807837,0.4857457891986921,FUDS,25,NMC_25C_FUDS.csv,5219.0,1.0,0.4857458,0.47761872,0.0081270635
5220,5271.030920000005,3.6307867,-1.92431e-05,25.0,3.6290605,3.6300707,3.633314,3.6562922,-0.2651571,-0.37387407,0.53258735,0.5950956,0.4857457854896161,FUDS,25,NMC_25C_FUDS.csv,5220.0,1.0,0.4857458,0.47945687,0.006288916
5221,5272.03095,3.6307867,-1.92431e-05,25.0,3.6290748,3.630051,3.6332927,3.656258,-0.259907,-0.37200946,0.5220418,0.5921276,0.485745779926002,FUDS,25,NMC_25C_FUDS.csv,5221.0,1.0,0.4857458,0.4814438,0.004301995
5222,5273.046460000005,3.6307867,-1.92431e-05,25.0,3.6290894,3.6300318,3.6332717,3.6562243,-0.2547609,-0.37015414,0.51170504,0.58917445,0.4857457748260224,FUDS,25,NMC_25C_FUDS.csv,5222.0,1.0,0.4857458,0.4855374,0.00020837784
5223,5274.062259999999,3.6307867,-1.92431e-05,25.0,3.6291037,3.6300135,3.633251,3.6561904,-0.24971667,-0.3683081,0.50157297,0.586236,0.4857457706533119,FUDS,25,NMC_25C_FUDS.csv,5223.0,1.0,0.48574576,0.4853007,0.00044506788
5224,5275.062300000005,3.6309485,-1.92431e-05,25.0,3.629119,3.6299958,3.6332304,3.6561565,-0.24477233,-0.36647123,0.49164155,0.5833123,0.4857457678715048,FUDS,25,NMC_25C_FUDS.csv,5224.0,1.0,0.48574576,0.48012164,0.0056241155
5225,5276.062300000005,3.6311104,-1.92431e-05,25.0,3.6291354,3.629979,3.63321,3.6561227,-0.23992589,-0.36464354,0.48190677,0.5804031,0.4857457599897182,FUDS,25,NMC_25C_FUDS.csv,5225.0,1.0,0.48574576,0.47394726,0.011798501
5226,5277.062310000001,3.6311104,-1.92431e-05,25.0,3.6291518,3.6299624,3.6331897,3.656089,-0.23517543,-0.36282498,0.47236475,0.5775084,0.4857457567442767,FUDS,25,NMC_25C_FUDS.csv,5226.0,1.0,0.48574576,0.47793257,0.007813185
5227,5278.077960000002,3.6311104,-1.92431e-05,25.0,3.6291685,3.6299467,3.6331697,3.6560555,-0.23051903,-0.3610155,0.46301168,0.5746282,0.4857457502533936,FUDS,25,NMC_25C_FUDS.csv,5227.0,1.0,0.48574576,0.48576432,1.8566847e-05
5228,5279.093460000004,3.6309485,-1.92431e-05,25.0,3.6291835,3.6299317,3.6331499,3.6560218,-0.22595482,-0.35921502,0.45384383,0.57176226,0.4857457470079521,FUDS,25,NMC_25C_FUDS.csv,5228.0,1.0,0.48574576,0.48618132,0.00043556094
5229,5280.093489999999,3.6311104,-0.000199852,25.0,3.6291995,3.6299171,3.63313,3.6559882,-0.22148457,-0.3574244,0.44486108,0.5689116,0.485745742371607,FUDS,25,NMC_25C_FUDS.csv,5229.0,1.0,0.48574573,0.48613387,0.00038814545
5230,5281.1091000000015,3.6312723,-1.92431e-05,25.0,3.629217,3.6299033,3.6331105,3.6559548,-0.21709926,-0.35564184,0.43605262,0.56607425,0.4857457363443584,FUDS,25,NMC_25C_FUDS.csv,5230.0,1.0,0.48574573,0.48601735,0.00027161837
5231,5282.109130000004,3.6312723,-1.92431e-05,25.0,3.629234,3.62989,3.6330912,3.6559215,-0.21280079,-0.3538682,0.4274186,0.563251,0.4857457307807444,FUDS,25,NMC_25C_FUDS.csv,5231.0,1.0,0.48574573,0.48543185,0.00031387806
5232,5283.124820000005,3.6314342,-1.92431e-05,25.0,3.6292527,3.6298773,3.6330721,3.655888,-0.20858744,-0.35210335,0.4189555,0.5604419,0.4857457252171303,FUDS,25,NMC_25C_FUDS.csv,5232.0,1.0,0.48574573,0.48548064,0.00026509166
5233,5284.140290000003,3.5840018,-0.6787489,25.0,3.6292899,3.6298656,3.6330533,3.655855,-0.21789725,-0.3537325,0.42409974,0.56103194,0.4857395792781243,FUDS,25,NMC_25C_FUDS.csv,5233.0,1.0,0.4857396,0.48554492,0.00019466877
5234,5285.140299999999,3.5558336,-1.0683231,25.0,3.629329,3.6298552,3.6330347,3.6558218,-0.23473682,-0.35729653,0.43685624,0.5635621,0.485648636906219,FUDS,25,NMC_25C_FUDS.csv,5234.0,1.0,0.48564863,0.48515034,0.00049829483
5235,5286.140330000002,3.5161715,-1.6153886,25.0,3.629371,3.6298456,3.6330163,3.6557887,-0.26207554,-0.3635713,0.46019274,0.5688081,0.4855060947956492,FUDS,25,NMC_25C_FUDS.csv,5235.0,1.0,0.4855061,0.4851716,0.00033450127
5236,5287.155930000001,3.4708436,-2.232711,25.0,3.629412,3.629837,3.6329985,3.6557558,-0.30109674,-0.37289366,0.49529096,0.57710683,0.4852892098193777,FUDS,25,NMC_25C_FUDS.csv,5236.0,1.0,0.48528922,0.4853723,8.3088875e-05
5237,5288.15595,3.4391139,-2.652989,25.0,3.6294436,3.6298292,3.6329806,3.6557229,-0.34766734,-0.3842657,0.53801626,0.58746034,0.4849969819177759,FUDS,25,NMC_25C_FUDS.csv,5237.0,1.0,0.48499697,0.48524398,0.00024700165
5238,5289.17151,3.402204,-3.137383,25.0,3.6294634,3.629822,3.6329632,3.6556902,-0.4029074,-0.3979969,0.58948714,0.6001781,0.4846435584341472,FUDS,25,NMC_25C_FUDS.csv,5238.0,1.0,0.48464355,0.48486415,0.00022059679
5239,5290.17151,3.4271345,-2.7387784,25.0,3.6294477,3.6298144,3.6329455,3.6556573,-0.44916075,-0.4096716,0.632046,0.61084443,0.4842444924516162,FUDS,25,NMC_25C_FUDS.csv,5239.0,1.0,0.4842445,0.4843875,0.00014299154
5240,5291.17151,3.4472082,-2.4259632,25.0,3.6294084,3.6298065,3.632928,3.6556246,-0.48830405,-0.41972792,0.6675679,0.6198974,0.4838951851151282,FUDS,25,NMC_25C_FUDS.csv,5240.0,1.0,0.48389518,0.4839036,8.404255e-06
5241,5292.1870100000015,3.5506532,-0.936659,25.0,3.6293223,3.6297967,3.63291,3.6555917,-0.49718207,-0.42230612,0.67289627,0.62147725,0.4836004327236435,FUDS,25,NMC_25C_FUDS.csv,5241.0,1.0,0.48360044,0.48383287,0.00023242831
5242,5293.18707,3.6265776,0.12658785,25.0,3.6292226,3.6297855,3.6328917,3.6555588,-0.48483062,-0.41956848,0.6620786,0.61900896,0.4834958432700662,FUDS,25,NMC_25C_FUDS.csv,5242.0,1.0,0.48349583,0.48312888,0.000366956
5243,5294.187109999999,3.628844,0.12676847,25.0,3.6291425,3.6297727,3.6328728,3.6555257,-0.47272015,-0.41684362,0.65147877,0.6165539,0.4835121488319932,FUDS,25,NMC_25C_FUDS.csv,5243.0,1.0,0.48351216,0.4835309,1.874566e-05
5244,5295.202740000001,3.7078443,1.2355288,25.0,3.6290438,3.6297584,3.6328537,3.6554928,-0.43889454,-0.4086024,0.66304374,0.61964107,0.4835443269212189,FUDS,25,NMC_25C_FUDS.csv,5244.0,1.0,0.48354432,0.48284316,0.00070115924
5245,5296.218440000004,3.7183669,1.3467841,25.0,3.628966,3.6297426,3.6328344,3.6554596,-0.40353572,-0.39984736,0.6765827,0.6232677,0.4837080793831503,FUDS,25,NMC_25C_FUDS.csv,5245.0,1.0,0.48370808,0.48304516,0.00066292286
5246,5297.233650000002,3.702502,1.0888741,25.0,3.6289144,3.6297262,3.632815,3.6554265,-0.37398404,-0.39242232,0.6847466,0.6255899,0.4838765766806119,FUDS,25,NMC_25C_FUDS.csv,5246.0,1.0,0.4838766,0.48280436,0.001072228
5247,5298.233650000002,3.6780572,0.7193475,25.0,3.6288853,3.6297095,3.6327953,3.6553931,-0.35233462,-0.38687736,0.6854318,0.62605757,0.4840086272059549,FUDS,25,NMC_25C_FUDS.csv,5247.0,1.0,0.48400864,0.48246276,0.0015458763
5248,5299.249560000004,3.6280346,-1.92431e-05,25.0,3.628878,3.629693,3.6327758,3.6553602,-0.3453583,-0.3849479,0.6718597,0.6229352,0.4840889500295095,FUDS,25,NMC_25C_FUDS.csv,5248.0,1.0,0.48408896,0.48295024,0.0011387169
5249,5300.249620000002,3.6277108,-1.92431e-05,25.0,3.6288686,3.6296768,3.6327562,3.655327,-0.33852014,-0.38302806,0.65855634,0.61982834,0.484088946784068,FUDS,25,NMC_25C_FUDS.csv,5249.0,1.0,0.48408896,0.48273504,0.0013539195
5250,5301.265080000005,3.6277108,-1.92431e-05,25.0,3.6288588,3.6296606,3.6327367,3.655294,-0.3318174,-0.3811178,0.64551646,0.61673707,0.4840889421477229,FUDS,25,NMC_25C_FUDS.csv,5250.0,1.0,0.48408893,0.4830537,0.0010352135
5251,5302.2808,3.6278727,-1.92431e-05,25.0,3.6288505,3.6296446,3.6327174,3.655261,-0.32524735,-0.37921706,0.6327348,0.61366117,0.4840889365841089,FUDS,25,NMC_25C_FUDS.csv,5251.0,1.0,0.48408893,0.48276547,0.0013234615
5252,5303.280810000004,3.6277108,-1.92431e-05,25.0,3.628841,3.6296287,3.632698,3.655228,-0.3188074,-0.3773258,0.6202061,0.6106006,0.4840889319477637,FUDS,25,NMC_25C_FUDS.csv,5252.0,1.0,0.48408893,0.4830016,0.0010873377
5253,5304.296140000006,3.6280346,-1.92431e-05,25.0,3.6288342,3.629613,3.6326787,3.655195,-0.31249496,-0.37544397,0.6079256,0.6075553,0.4840889263841497,FUDS,25,NMC_25C_FUDS.csv,5253.0,1.0,0.48408893,0.48299143,0.0010975003
5254,5305.312040000004,3.6281965,-1.92431e-05,25.0,3.6288288,3.6295974,3.6326597,3.655162,-0.30630752,-0.37357154,0.59588826,0.6045252,0.4840889180387287,FUDS,25,NMC_25C_FUDS.csv,5254.0,1.0,0.48408893,0.48300987,0.0010790527
5255,5306.312040000004,3.6281965,-1.92431e-05,25.0,3.6288235,3.6295822,3.6326404,3.6551292,-0.3002426,-0.37170842,0.5840893,0.6015102,0.4840889138660181,FUDS,25,NMC_25C_FUDS.csv,5255.0,1.0,0.48408893,0.48323444,0.0008544922
5256,5307.31205,3.6286821,-1.92431e-05,25.0,3.6288226,3.629567,3.6326215,3.6550963,-0.29429778,-0.36985463,0.5725239,0.59851027,0.484088910156942,FUDS,25,NMC_25C_FUDS.csv,5256.0,1.0,0.4840889,0.48344123,0.00064766407
5257,5308.3272600000055,3.6285203,-1.92431e-05,25.0,3.62882,3.6295521,3.6326025,3.6550634,-0.2884707,-0.36801007,0.56118757,0.5955253,0.484088907375135,FUDS,25,NMC_25C_FUDS.csv,5257.0,1.0,0.4840889,0.4830508,0.0010381043
5258,5309.327649999999,3.6286821,-1.92431e-05,25.0,3.6288188,3.6295378,3.6325836,3.6550307,-0.28275895,-0.3661747,0.5500757,0.5925552,0.4840889027387899,FUDS,25,NMC_25C_FUDS.csv,5258.0,1.0,0.4840889,0.48309302,0.0009958744
5259,5310.343270000005,3.628844,-1.92431e-05,25.0,3.628819,3.6295235,3.6325648,3.6549978,-0.27716035,-0.3643485,0.53918386,0.5895999,0.4840888990297139,FUDS,25,NMC_25C_FUDS.csv,5259.0,1.0,0.4840889,0.48274887,0.0013400316
5260,5311.343310000004,3.629006,-1.92431e-05,25.0,3.6288207,3.6295094,3.6325462,3.6549652,-0.27167258,-0.3625314,0.52850765,0.5866594,0.4840888930024654,FUDS,25,NMC_25C_FUDS.csv,5260.0,1.0,0.4840889,0.48292208,0.0011668205
5261,5312.358850000004,3.62334,-0.0809322,25.0,3.6288242,3.629496,3.6325276,3.6549325,-0.26789567,-0.3611269,0.5196451,0.584137,0.484085877523641,FUDS,25,NMC_25C_FUDS.csv,5261.0,1.0,0.4840859,0.4826115,0.0014743805
5262,5313.373980000004,3.5987332,-0.43564883,25.0,3.6288395,3.629483,3.6325092,3.6548998,-0.2712174,-0.3614986,0.5179818,0.58339643,0.484073641745404,FUDS,25,NMC_25C_FUDS.csv,5262.0,1.0,0.48407364,0.4821125,0.0019611418
5263,5314.374560000004,3.5820591,-0.66339713,25.0,3.628854,3.6294706,3.6324909,3.6548674,-0.2789831,-0.36300433,0.52086127,0.5837955,0.4839963265188871,FUDS,25,NMC_25C_FUDS.csv,5263.0,1.0,0.48399633,0.4828691,0.001127243
5264,5315.39011,3.5592332,-0.97729605,25.0,3.62887,3.6294587,3.632473,3.654835,-0.2928106,-0.3660681,0.52989924,0.58575803,0.4838972431886982,FUDS,25,NMC_25C_FUDS.csv,5264.0,1.0,0.48389724,0.481974,0.0019232333
5265,5316.390120000004,3.4991736,-1.8173097,25.0,3.6288972,3.6294475,3.632455,3.6548026,-0.32299772,-0.3733062,0.5553917,0.59190047,0.4837367185501948,FUDS,25,NMC_25C_FUDS.csv,5265.0,1.0,0.48373672,0.48213074,0.0016059875
5266,5317.405409999999,3.518114,-1.5189433,25.0,3.6289003,3.6294367,3.6324372,3.6547701,-0.34667903,-0.3790201,0.5744713,0.5965241,0.4835095816877356,FUDS,25,NMC_25C_FUDS.csv,5266.0,1.0,0.48350957,0.48212665,0.0013829172
5267,5318.405420000003,3.5661943,-0.8199854,25.0,3.6288779,3.6294255,3.6324196,3.6547377,-0.35605112,-0.38121942,0.5793328,0.5976386,0.4833441675597362,FUDS,25,NMC_25C_FUDS.csv,5267.0,1.0,0.48334417,0.4825011,0.0008430779
5268,5319.421330000005,3.606018,-0.2581099,25.0,3.6288445,3.629414,3.6324017,3.6547055,-0.35411176,-0.3806054,0.5729722,0.5959452,0.4832611811559469,FUDS,25,NMC_25C_FUDS.csv,5268.0,1.0,0.48326117,0.4823303,0.00093087554
5269,5320.436410000002,3.6278727,0.050551355,25.0,3.6288052,3.6294022,3.6323838,3.654673,-0.34609887,-0.378455,0.56262755,0.59322506,0.4832395479699163,FUDS,25,NMC_25C_FUDS.csv,5269.0,1.0,0.48323956,0.48243847,0.0008010864
5270,5321.436900000001,3.601809,-0.3341464,25.0,3.628784,3.6293898,3.632366,3.6546407,-0.3458622,-0.378234,0.5581033,0.5919329,0.4832296864639824,FUDS,25,NMC_25C_FUDS.csv,5270.0,1.0,0.4832297,0.48232776,0.0009019375
5271,5322.452710000005,3.5977619,-0.39465052,25.0,3.628766,3.6293774,3.6323478,3.6546085,-0.34682828,-0.3783159,0.55486673,0.59094894,0.4831829961510974,FUDS,25,NMC_25C_FUDS.csv,5271.0,1.0,0.483183,0.48227918,0.00090381503
5272,5323.468160000004,3.6142743,-0.15714931,25.0,3.6287408,3.629365,3.63233,3.654576,-0.34307238,-0.37721282,0.5469914,0.58878535,0.4831430837110496,FUDS,25,NMC_25C_FUDS.csv,5272.0,1.0,0.4831431,0.48212457,0.0010185242
5273,5324.46819,3.5674894,-0.82558423,25.0,3.6287339,3.6293523,3.632312,3.6545439,-0.35262677,-0.37944907,0.5525079,0.58996636,0.4830885593659236,FUDS,25,NMC_25C_FUDS.csv,5273.0,1.0,0.48308855,0.4821466,0.000941962
5274,5325.483780000002,3.5304174,-1.3415849,25.0,3.6287327,3.6293402,3.6322942,3.6545117,-0.37220943,-0.38424775,0.5681327,0.5937151,0.4829530770179703,FUDS,25,NMC_25C_FUDS.csv,5274.0,1.0,0.48295307,0.48206943,0.00088363886
5275,5326.483790000006,3.519733,-1.4734297,25.0,3.628723,3.6293278,3.6322763,3.6544795,-0.39401507,-0.38968006,0.58605874,0.5981027,0.4827728715583392,FUDS,25,NMC_25C_FUDS.csv,5275.0,1.0,0.48277286,0.4819857,0.00078716874
5276,5327.483800000002,3.507268,-1.6354363,25.0,3.6287081,3.6293156,3.6322584,3.6544473,-0.41859686,-0.3958933,0.6068378,0.60327643,0.4825748004066698,FUDS,25,NMC_25C_FUDS.csv,5276.0,1.0,0.4825748,0.48210257,0.0004722178
5277,5328.49942,3.528313,-1.3215374,25.0,3.628677,3.629303,3.6322408,3.6544151,-0.43647626,-0.40050998,0.6209898,0.60685873,0.4823782569306963,FUDS,25,NMC_25C_FUDS.csv,5277.0,1.0,0.48237824,0.48176038,0.00061786175
5278,5329.51498,3.5111532,-1.5545232,25.0,3.6286452,3.6292899,3.6322227,3.6543827,-0.4586151,-0.40626565,0.63947505,0.61158526,0.4821920501860248,FUDS,25,NMC_25C_FUDS.csv,5278.0,1.0,0.48219204,0.4814004,0.0007916391
5279,5330.530610000002,3.5634422,-0.7999377,25.0,3.628589,3.629276,3.6322045,3.6543505,-0.46537372,-0.40822908,0.6426524,0.6125247,0.4820357854213586,FUDS,25,NMC_25C_FUDS.csv,5279.0,1.0,0.4820358,0.48095262,0.0010831654
5280,5331.530630000001,3.5757456,-0.6332354,25.0,3.628535,3.6292615,3.6321864,3.6543183,-0.4686976,-0.40935132,0.64246595,0.612628,0.4819423269049916,FUDS,25,NMC_25C_FUDS.csv,5280.0,1.0,0.48194233,0.48039606,0.0015462637
5281,5332.545940000004,3.6009996,-0.27815753,25.0,3.6284745,3.6292458,3.6321678,3.6542861,-0.46492466,-0.40869698,0.6352521,0.61095977,0.4818812986950213,FUDS,25,NMC_25C_FUDS.csv,5281.0,1.0,0.4818813,0.4802745,0.0016067922
5282,5333.546220000004,3.6235018,0.030323116,25.0,3.6284149,3.6292293,3.632149,3.6542537,-0.4551181,-0.40650734,0.62327373,0.6080638,0.4818643848446231,FUDS,25,NMC_25C_FUDS.csv,5282.0,1.0,0.4818644,0.48006812,0.0017962754
5283,5334.561820000003,3.6243112,0.030142507,25.0,3.6283617,3.6292121,3.6321301,3.6542213,-0.44550928,-0.40432957,0.61152893,0.60518146,0.4818683396469557,FUDS,25,NMC_25C_FUDS.csv,5283.0,1.0,0.48186833,0.47880602,0.0030623078
5284,5335.5618900000045,3.5768788,-0.6480453,25.0,3.6283278,3.6291947,3.6321113,3.654189,-0.44951978,-0.4055451,0.61225206,0.60539526,0.4818306137072362,FUDS,25,NMC_25C_FUDS.csv,5284.0,1.0,0.48183063,0.47704437,0.004786253
